paper_id,title,author_year,has_human,has_agent,human_AI_Literacies,agent_AI_Literacies,agree_AI_Literacies,human_Generative_KI,agent_Generative_KI,agree_Generative_KI,human_Prompting,agent_Prompting,agree_Prompting,human_KI_Sonstige,agent_KI_Sonstige,agree_KI_Sonstige,human_Soziale_Arbeit,agent_Soziale_Arbeit,agree_Soziale_Arbeit,human_Bias_Ungleichheit,agent_Bias_Ungleichheit,agree_Bias_Ungleichheit,human_Gender,agent_Gender,agree_Gender,human_Diversitaet,agent_Diversitaet,agree_Diversitaet,human_Feministisch,agent_Feministisch,agree_Feministisch,human_Fairness,agent_Fairness,agree_Fairness,human_decision,agent_decision,agree_decision,human_exclusion_reason,agent_exclusion_reason,human_studientyp,agent_studientyp,agent_confidence,agent_reasoning,category_agreements,category_total,category_agreement_rate
P82X89Q4,A Competency Framework for AI Literacy: Variations by Different Learner Groups and an Implied Learning Pathway,Chee (2025),Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Include,Exclude,Nein,,Not_relevant_topic,Literaturreview,Literaturreview,0.9,"Das Paper entwickelt ein Kompetenzrahmenwerk für AI Literacy über verschiedene Bildungsstufen (K-12, Hochschule, Arbeitswelt). Es erfüllt die TECHNIK-Bedingung (AI_Literacies = Ja), jedoch keine der SOZIAL-Kategorien substantiell. Weder Soziale Arbeit, noch Bias/Ungleichheit, Gender, Diversität, feministische Perspektiven oder Fairness werden behandelt. Das Paper fokussiert auf allgemeine Bildungscurricula ohne sozialarbeiterischen Bezug oder Diskriminierungsthematik.",6,10,60.00%
PAZJHB8J,The role of artificial intelligence (AI) and machine learning in social work practice,Nuwasiima (2024),Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Literaturreview,Literaturreview,0.97,"Das Paper behandelt substantiell algorithmische Systeme (Predictive Analytics) in der Sozialen Arbeit (KI_Sonstige), mit direktem Bezug zur Jugendhilfe/Sozialarbeit. Algorithmischer Bias, Diskriminierung nach Rasse/Gender/sozioökonomischem Status sowie Fairness-Ansätze werden als Kernthemen behandelt. Beide Bedingungen (TECHNIK und SOZIAL) sind klar erfüllt.",8,10,80.00%
PC75954S,An empirical study of structural social and ethical challenges in AI,Ghosal (2024),Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Exclude,Include,Nein,Not relevant topic,,Empirisch,Empirisch,0.78,"Das Paper untersucht algorithmische Systeme (KI_Sonstige) und deren strukturelle ethische Herausforderungen wie Ungerechtigkeit und Ungleichheit (Bias_Ungleichheit). N=32 Professionals in der KI-Entwicklung werden zu ihrer Wahrnehmung struktureller ethischer Barrieren befragt. Beide Bedingungen (TECHNIK_OK und SOZIAL_OK) sind erfüllt, daher Include.",7,10,70.00%
PH7JBBC8,A formal account of AI trustworthiness: Connecting intrinsic and perceived trustworthiness in an operational schematization,Bisconti (2024),Ja,Ja,,Nein,,,Nein,,,Nein,,,Ja,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,Exclude,Exclude,Ja,Duplicate,Not_relevant_topic,,Theoretisch,0.9,"Das Paper entwickelt eine formale Konzeptualisierung von KI-Vertrauenswürdigkeit (Trustworthiness) und ist damit im Bereich KI_Sonstige einzuordnen. Es fehlt jedoch jede soziale Komponente: kein Bezug zu Soziale_Arbeit, Bias/Ungleichheit, Gender, Diversität, Feminismus oder Fairness. Das Thema ist allgemeine KI-Theorie/Philosophie ohne soziale oder gleichheitsrelevante Bezüge. TECHNIK_OK, aber SOZIAL_OK nicht erfüllt → Exclude.",0,0,
PI5H2LZ2,"Failing our youngest: On the biases, pitfalls, and risks in a decision support algorithm used for child protection",Moreau (2024),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Exclude,Include,Nein,Not relevant topic,,Experimentell,Empirisch,0.97,"Das Paper untersucht ein algorithmisches Entscheidungsunterstützungssystem im Kinderschutz (KI_Sonstige), hat direkten Bezug zur Sozialen Arbeit (Kindeswohlgefährdung in dänischen Kommunen), thematisiert Bias gegen Migrantenfamilien (Bias_Ungleichheit, Diversitaet) und analysiert algorithmische Fairness-Probleme in hochriskanten Entscheidungssituationen. Alle Bedingungen für Einschluss sind klar erfüllt.",8,10,80.00%
PQC9G5EU,Feminism Confronts AI: The Gender Relations of Digitalisation,Wajcman (2023),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Include,Include,Ja,,,Theoretisch,Theoretisch,0.95,"Das Paper liefert eine explizit feministische Kritik an KI-Systemen (Wajcman als bekannte feministische Technikforscherin), thematisiert Gender-Bias und Unterrepräsentation von Frauen in der KI-Entwicklung sowie strukturelle Machtasymmetrien. KI_Sonstige ist erfüllt (algorithmische Systeme/KI allgemein), und mehrere soziale Kategorien (Gender, Bias, Feministisch, Diversität) sind klar gegeben. Beide Bedingungen (TECHNIK + SOZIAL) sind erfüllt.",9,10,90.00%
PYN6HB3E,"Social work in the age of artificial intelligence: A rights-based framework for evidence-based practice through social psychology, group dynamics, and institutional analysis",Alam (2025),Ja,Ja,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Include,Include,Ja,,,Empirisch,Konzept,0.92,"Das Paper entwickelt ein rechtebasiertes Framework für KI-Integration in der Sozialen Arbeit (direkt relevant). Es adressiert substantiell: KI-Kompetenzen für Praktiker (AI_Literacies), algorithmische Systeme im Sozialbereich (KI_Sonstige), Soziale Arbeit als Kernfeld, Auswirkungen auf vulnerable Gruppen (Bias_Ungleichheit, Diversitaet) und Fairness durch den Rights-Based-Ansatz. Beide Bedingungen (Technik + Sozial) sind klar erfüllt.",7,10,70.00%
Q4LK53XW,"Are ""Intersectionally Fair"" AI Algorithms Really Fair to Women of Color? A Philosophical Analysis",Kong (2022),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Theoretisch,Theoretisch,0.95,"Das Paper analysiert algorithmische Fairness-Konzepte (KI_Sonstige, Fairness) mit explizitem Fokus auf intersektionale Unterdrückungsstrukturen (Rassismus, Sexismus), was Bias_Ungleichheit, Gender und Diversität substantiell adressiert. Die Referenz auf Intersektionalität als kritisch-theoretischen Ansatz (nach Crenshaw) macht Feministisch = Ja gerechtfertigt. TECHNIK_OK und SOZIAL_OK sind erfüllt.",10,10,100.00%
Q8YPNNKL,Mitigating trust-induced inappropriate reliance on AI assistance,Srinivasan (2025),Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Empirisch,Empirisch,0.65,"Das Paper behandelt algorithmische Entscheidungsunterstützungssysteme (KI_Sonstige) und adressiert Fairness-relevante Themen wie Over- und Under-Trust sowie unangemessene Abhängigkeit von KI-Empfehlungen, was algorithmische Fairness berührt. Kein direkter Sozialarbeitsbezug, aber die Reduktion von 'inappropriate reliance' hat klare Fairness-Implikationen für KI-gestützte Entscheidungssysteme.",8,10,80.00%
QD2CXE9I,Measuring gender and racial biases in large language models,An (2025),Ja,Ja,,Nein,,,Ja,,,Ja,,,Nein,,,Nein,,,Ja,,,Ja,,,Ja,,,Ja,,,Ja,,Exclude,Include,Nein,Duplicate,,,Empirisch,0.92,"Das Paper untersucht intersektionale Rassen-Geschlechter-Biases in LLMs und unterstützt explizit Intersektionalitätstheorie (Crenshaw), was feministische Kategorisierung rechtfertigt. Es werden Prompt-Interventionen als Lösung empfohlen (Prompting = Ja). Sowohl TECHNIK (Generative_KI, Prompting) als auch SOZIAL (Bias_Ungleichheit, Gender, Diversitaet, Feministisch, Fairness) sind erfüllt.",0,0,
QDUGSBPC,Measuring gender and racial biases in large language models: Intersectional evidence from automated resume evaluation,An (2025),Ja,Ja,,Nein,,,Ja,,,Nein,,,Nein,,,Nein,,,Ja,,,Ja,,,Ja,,,Nein,,,Ja,,Exclude,Include,Nein,Duplicate,,,Empirisch,0.95,"Das Paper untersucht substantiell Bias in LLMs (Generative_KI) mittels automatisierter Resume-Bewertung. Es analysiert explizit Gender-Bias und rassistische Diskriminierung (Bias_Ungleichheit, Gender), betrachtet intersektionale Effekte (Diversitaet) und bewertet algorithmische Fairness in Entscheidungssystemen. TECHNIK_OK (Generative_KI) und SOZIAL_OK (Bias_Ungleichheit, Gender, Diversitaet, Fairness) sind beide erfüllt.",0,0,
QFPTW4VL,Explainable Artificial Intelligence,European Data Protection Supervisor (2023),Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Exclude,Include,Nein,Wrong publication type,,Konzept,Konzept,0.72,"Das Paper behandelt Explainable AI (XAI) als algorithmisches System (KI_Sonstige) mit explizitem Fokus auf Transparenz, Fairness bei algorithmischen Entscheidungen und Schutz marginalisierter Gruppen (Bias_Ungleichheit, Fairness, Diversitaet). Technische Bedingung erfüllt durch KI_Sonstige, soziale Bedingung durch drei Kategorien. Kein direkter Soziale_Arbeit-Bezug, keine feministische Theorie. EDPS-Publikation als regulatorisch-konzeptuelles Dokument.",8,10,80.00%
QG8IAB53,Who cares about data? Data care arrangements in everyday organisational practice,Jarke (2024),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Exclude,Exclude,Ja,Not relevant topic,Not_relevant_topic,Empirisch,Empirisch,0.85,"Das Paper behandelt 'Data Care Arrangements' in Bildungs- und Sozialdienstleistungsorganisationen – es hat Bezug zu sozialen Einrichtungen (Soziale_Arbeit: Ja), aber keinen substantiellen Bezug zu KI, Machine Learning, Algorithmen oder verwandten Technologien. Die TECHNIK-Bedingung (mindestens eine KI-Kategorie) ist nicht erfüllt, da es sich um allgemeine Datenarbeit ohne KI-Fokus handelt. Daher: Exclude.",9,10,90.00%
QI5AYE4V,Algorithmic decision-making in social work practice and pedagogy: Confronting the competency/critique dilemma,McDonald et al. (2023),Nein,Ja,,Ja,,,Nein,,,Nein,,,Ja,,,Ja,,,Ja,,,Nein,,,Nein,,,Nein,,,Nein,,,Include,,,,,Konzept,0.95,Das Paper behandelt substantiell algorithmische Entscheidungssysteme (KI_Sonstige) und entwickelt das Konzept der 'algorithmic literacy' für die Ausbildung von Sozialarbeiter:innen (AI_Literacies). Direkter Bezug zu sozialarbeiterischer Praxis und Pädagogik (Soziale_Arbeit) ist klar gegeben. Kritische Auseinandersetzung mit ungleichen Machtverteilungen durch technologischen Wandel adressiert Bias_Ungleichheit substantiell.,0,0,
QIQR449A,A sociolinguistic approach to stereotype assessment in large language models,Klinge (2024),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Include,Include,Ja,,,Empirisch,Empirisch,0.65,"Der Titel verweist klar auf Large Language Models (Generative_KI) und die Untersuchung von Stereotypen (Bias_Ungleichheit, Diversitaet) mittels soziolinguistischer Methodik. Da kein Abstract verfügbar ist, basiert die Bewertung auf dem Titel. TECHNIK_OK (Generative_KI) und SOZIAL_OK (Bias_Ungleichheit, Diversitaet) sind erfüllt → Include.",9,10,90.00%
QKFG72IT,Bildungsteilhabe - Flucht - Digitalisierung: Eine multilokale Ethnografie im (digitalen) Alltag junger Geflüchteter,Fujii (2024),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Exclude,Exclude,Ja,Not relevant topic,Not_relevant_topic,Unclear,Empirisch,0.9,"Das Paper behandelt digitale Medien und Bildungsteilhabe junger Geflüchteter aus ethnografischer Perspektive. Es fokussiert auf digitale Kompetenzen und Exklusion, aber nicht auf KI-Systeme, ML, generative KI oder algorithmische Entscheidungssysteme. Die TECHNIK-Bedingung ist nicht erfüllt, da keine KI-Technologie substantiell behandelt wird – nur allgemeine Digitalisierung und digitale Medien.",9,10,90.00%
QLXLEUCG,Der Einfluss der Algorithmen: Neue Qualitäten durch Big Data Analytics und Künstliche Intelligenz,Schneider (2018),Ja,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Exclude,Include,Nein,Not relevant topic,,Theoretisch,Theoretisch,0.92,"Das Paper behandelt substanziell algorithmische Entscheidungsfindung (KI_Sonstige) in der Sozialen Arbeit (Soziale_Arbeit), thematisiert Automation Bias und unkritische Übernahme algorithmischer Empfehlungen (Bias_Ungleichheit), und diskutiert professionelle KI-Kompetenzen und kritische Reflexion (AI_Literacies). Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt.",8,10,80.00%
QM6L6XLZ,Incubating Feminist AI: Executive Summary 2021-2024,A+ Alliance (2024),Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Exclude,Include,Nein,Other,,Incubating Feminist AI: Our Executive Summary,Konzept,0.82,"Das Paper dokumentiert ein feministisches KI-Forschungsnetzwerk mit 12 KI-Prototypen (algorithmische Systeme für Bias-Detektion in NLP, genderbasierte Gewalt, Transit-Sicherheit). Explizit feministische Theorie und intersektionale Analyse sind zentral. KI_Sonstige ist erfüllt durch NLP-Bias-Detektion und algorithmische Systeme. Gender, Bias_Ungleichheit, Diversität und Feministisch sind substantiell vertreten.",8,10,80.00%
QUU8QDPQ,Keynote Summary: The New Jim Code: Reimagining the Default Settings of Technology & Society,Benjamin (2023),Ja,Ja,,Nein,,,Nein,,,Nein,,,Ja,,,Nein,,,Ja,,,Nein,,,Ja,,,Nein,,,Nein,,Exclude,Include,Nein,Wrong publication type,,,Theoretisch,0.88,"Ruha Benjamins 'New Jim Code' behandelt substantiell, wie KI-Systeme (KI_Sonstige) rassistische Hierarchien reproduzieren und Diskriminierung in technische Architekturen einbetten (Bias_Ungleichheit). Diversität wird durch die kritische Perspektive auf Rassenungleichheit in Technologiesystemen adressiert. Feministisch wird nicht explizit als Rahmen verwendet. Kein direkter Soziale_Arbeit-Bezug. Technik- und Sozialbedingung sind erfüllt.",0,0,
QUV5DQH3,When Good Algorithms Go Sexist: Why and How to Advance AI Gender Equity,Smith & Rustagi (2021),Nein,Ja,,Nein,,,Nein,,,Nein,,,Ja,,,Nein,,,Ja,,,Ja,,,Nein,,,Nein,,,Ja,,,Include,,,,,Konzept,0.85,"Das Paper behandelt algorithmische KI-Systeme (KI_Sonstige) mit explizitem Fokus auf Gender-Bias und sexistische Algorithmen (Gender, Bias_Ungleichheit). Es schlägt Maßnahmen für Gender-Equity in KI vor, was auch Fairness adressiert. Der Titel 'gender-smart artificial intelligence' und die 'seven actions' für gerechtere KI-Systeme erfüllen klar beide Bedingungen: Technik (KI_Sonstige) und Sozial (Gender, Bias, Fairness).",0,0,
QVNJIQJG,CAIL – Critical AI Literacy: Kritische Technikkompetenz für konstruktiven Umgang mit KI-basierter Technologie in Betrieben,Strauß (2024),Ja,Ja,Ja,Ja,Ja,,Nein,,,Nein,,,Ja,,,Nein,,,Ja,,,Nein,,,Nein,,,Nein,,,Nein,,Exclude,Include,Nein,Not relevant topic,,,Konzept,0.78,"Das Paper entwickelt ein Critical AI Literacy Framework (AI_Literacies) und behandelt KI-Automatisierung und deren Risiken in Arbeitskontexten (KI_Sonstige). Der zentral identifizierte 'deep automation bias' als Meta-Risiko qualifiziert als Bias_Ungleichheit. Beide Bedingungen (TECHNIK: AI_Literacies + KI_Sonstige; SOZIAL: Bias_Ungleichheit) sind erfüllt, daher Include.",1,1,100.00%
QXDK8Z6I,"Artificial Intelligence and Structural Injustice: Foundations for Equity, Values, and Responsibility",Himmelreich (2022),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Nein,Exclude,Include,Nein,Not relevant topic,,Theoretisch,Theoretisch,0.88,"Das Paper behandelt algorithmische Systeme (KI_Sonstige) und entwickelt einen Ansatz zur Analyse von KI-Bias auf Basis von Iris Marion Youngs Theorie struktureller Ungerechtigkeit. Young ist eine feministische Theoretikerin, deren Werk explizit feministische Methodik darstellt (Feministisch=Ja). Das Paper adressiert substantiell Bias (Bias_Ungleichheit), Diversität/Inklusion (Diversitaet) und algorithmische Fairness als normative Grundlage für AI Governance (Fairness).",8,10,80.00%
QY6P4RGQ,BBQ: A hand-built bias benchmark for question answering,Parrish (2022),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Empirisch,Empirisch,0.82,"BBQ ist ein bekanntes Bias-Benchmark-Dataset für NLP/Question-Answering-Systeme, das soziale Vorurteile (Geschlecht, Ethnizität, Alter etc.) in ML-Modellen misst. Es adressiert algorithmischen Bias und Fairness in KI-Systemen (KI_Sonstige) und behandelt substantiell Bias_Ungleichheit, Gender und Diversitaet durch systematische Evaluation verschiedener demografischer Gruppen.",10,10,100.00%
QZJL6KBZ,"Algorithms, artificial intelligence and discrimination",Lund (2025),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Exclude,Include,Nein,Wrong publication type,,Literaturreview,Theoretisch,0.85,"Der Bericht behandelt algorithmische Diskriminierung durch KI/algorithmische Systeme (KI_Sonstige) substantiell und analysiert Bias und Ungleichheit (Bias_Ungleichheit) sowie Fairness-Fragen in einem rechtlichen Rahmen. Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt. Kein direkter Soziale_Arbeit-Bezug, aber Bias und Fairness sind klar zentral.",9,10,90.00%
R2LPR3VD,Broadening artificial intelligence education in K-12: where to start?,Wong (2020),Ja,Nein,Ja,,,Nein,,,Nein,,,Ja,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,,Exclude,,,,,Konzept,,,,0,0,
R3VJVFCE,Prompting techniques for reducing social bias in LLMs through System 1 and System 2 cognitive processes,Kamruzzaman (2024),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Exclude,Include,Nein,Duplicate,,Experimentell,Experimentell,0.95,"Das Paper behandelt substantiell Prompt-Engineering-Strategien für LLMs (Generative_KI + Prompting) zur Reduktion sozialer Biases in LLM-Outputs (Bias_Ungleichheit + Fairness). Die Verwendung von Dual-Process-Kognitionstheorie zur Gestaltung von Prompts, die deliberatives Reasoning fördern, ist ein klares experimentelles Design zur Fairness-Verbesserung. Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt.",9,10,90.00%
R5QQTD95,Akzeptanz von KI und organisationale Rahmenbedingungen in der Sozialen Arbeit – Eine empirische Untersuchung aus der Perspektive von Berufseinsteiger:innen,Schönauer (2025),Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Include,Include,Ja,,,Empirisch,Empirisch,0.95,"Das Paper behandelt substantiell KI-Akzeptanz und KI-Literacy (AI_Literacies) in der Sozialen Arbeit (Soziale_Arbeit), mit Fokus auf Berufseinsteiger:innen in der Klient:innenarbeit. KI-Systeme in der Sozialen Arbeit werden als KI_Sonstige eingestuft. Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt → Include.",9,10,90.00%
R7V99ERA,Examining risks of racial biases in NLP tools for child protective services,Field et al. (2023),Nein,Ja,,Nein,,,Nein,,,Nein,,,Ja,,,Ja,,,Ja,,,Nein,,,Ja,,,Nein,,,Ja,,,Include,,,,,Empirisch,0.98,"Das Paper untersucht algorithmischen Racial Bias in NLP-Systemen (KI_Sonstige) für die Kinder- und Jugendhilfe (Soziale_Arbeit). Es demonstriert systematische Diskriminierung (Bias_Ungleichheit) gegenüber Familien of Color (Diversitaet) durch sprachliche Verzerrungen in automatisierten Risikoabwägungssystemen. Fairness ist zentral, da Fairness-relevante Unterschiede in Risikovorhersagen analysiert werden. Beide Bedingungen (TECHNIK und SOZIAL) sind klar erfüllt.",0,0,
RARE5UFC,Prompting techniques for reducing social bias in LLMs through System 1 and System 2 cognitive processes,Kamruzzaman (2024),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Exclude,Include,Nein,Duplicate,,Experimentell,Experimentell,0.95,"Das Paper behandelt substantiell Prompting-Strategien (12 Strategien verglichen, System 1/2, CoT) für LLMs (generative KI) zur Reduktion von Stereotypen/Bias. Sowohl Technik (Generative_KI + Prompting) als auch Sozial (Bias_Ungleichheit + Fairness) sind klar erfüllt. Experimentelles Design mit systematischer Evaluation über fünf LLMs.",9,10,90.00%
RAV6DAFQ,The End of the World as We Know It? ChatGPT and Social Work,Goldkind (2023),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Include,Include,Ja,,,Theoretisch,Theoretisch,0.9,"Das Paper behandelt ChatGPT (generative KI) im Kontext Sozialer Arbeit direkt und thematisiert Risiken von Wert-Misalignment und Ungleichheit durch KI-Nicht-Engagement. Damit sind sowohl die Technik-Bedingung (Generative_KI) als auch die Sozial-Bedingung (Soziale_Arbeit, Bias_Ungleichheit) erfüllt. Es handelt sich um einen theoretischen Kommentar ohne empirische Daten.",10,10,100.00%
RAY6G2R7,SWIFTSAGE: A new dual-module framework for better action planning in complex interactive reasoning tasks,Lin et al. (2024),Nein,Ja,,Nein,,,Ja,,,Nein,,,Ja,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,,Exclude,,,Not_relevant_topic,,Experimentell,0.7,"Das Paper beschreibt ein Dual-Module-Framework für Action Planning in komplexen interaktiven Reasoning-Aufgaben. Es handelt sich um eine rein technische KI-Arbeit ohne Bezug zu sozialen Themen wie Soziale Arbeit, Bias, Gender oder Fairness. Kein Abstract vorhanden, aber der Titel deutet auf technisches NLP/KI-Planungs-Framework hin ohne sozialen Kontext.",0,0,
RM833D5N,On the steerability of large language models,He (2024),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Include,Exclude,Nein,,Not_relevant_topic,Empirisch,Unclear,0.5,"Das Paper behandelt 'Steerability' von Large Language Models, was auf Prompt-Engineering und Steuerung von LLMs hindeutet (Generative_KI, Prompting). Kein Abstract verfügbar, daher Unsicherheit. Jedoch fehlen soziale Kategorien (kein Bezug zu Sozialer Arbeit, Bias, Gender, Fairness). Ohne sozialen Bezug: Exclude nach Entscheidungslogik.",7,10,70.00%
RR5MJRBZ,Artificial intelligence in social work: An EPIC model for practice,Goldkind (2024),Ja,Ja,,Nein,,,Nein,,,Nein,,,Ja,,,Ja,,,Ja,,,Nein,,,Nein,,,Nein,,,Ja,,Exclude,Include,Nein,Duplicate,,,Konzept,0.95,"Das Paper entwickelt ein konzeptuelles Framework (EPIC-Modell) für KI-Integration in der Sozialen Arbeit. Es behandelt KI-Systeme (KI_Sonstige) explizit im Kontext sozialarbeiterischer Praxis (Soziale_Arbeit), adressiert Bias-Mitigation und Transparenz (Bias_Ungleichheit, Fairness). Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt.",0,0,
